num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_day,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,0,1,108,6,1,1,1,1,7.0,1
2,0,1,176,6,2,1,0,1,7.0,0
2,1,1,327,6,1,0,0,0,7.0,1
1,1,1,79,6,4,0,1,0,7.0,1
1,0,1,43,6,6,1,0,1,7.0,0
1,0,1,28,6,4,1,0,0,7.0,1
7,0,1,380,6,4,1,0,1,7.0,0
1,0,1,18,6,4,1,1,1,7.0,1
1,1,1,16,6,5,1,1,1,7.0,1
2,0,1,15,6,1,0,0,1,7.0,0
1,1,1,88,6,4,1,1,1,7.0,0
4,0,1,187,6,4,1,1,1,7.0,1
1,1,1,16,6,7,0,0,0,7.0,1
1,1,1,278,6,5,1,0,1,7.0,0
1,0,1,72,6,2,1,0,1,7.0,1
1,0,1,60,6,6,1,0,0,7.0,0
1,0,1,33,6,6,1,0,0,7.0,0
1,0,1,22,6,1,1,0,0,7.0,1
2,0,1,424,6,6,0,0,0,7.0,0
2,0,1,361,6,6,1,0,0,7.0,1
1,0,1,379,6,5,0,0,0,7.0,0
1,0,1,405,6,6,1,0,0,7.0,0
1,0,1,17,6,1,0,0,0,7.0,0
2,0,1,274,6,1,1,0,1,7.0,0
1,0,1,68,6,6,0,0,0,7.0,0
4,0,1,225,6,7,1,0,0,7.0,0
2,0,1,422,6,7,0,0,0,7.0,0
1,0,1,37,6,2,1,0,1,7.0,0
5,0,1,318,6,7,0,0,0,7.0,0
1,0,1,210,6,1,0,0,0,7.0,0
1,0,1,409,6,1,1,0,0,7.0,0
1,0,1,7,6,7,1,1,1,7.0,0
2,1,1,155,6,7,0,0,0,7.0,0
1,0,1,324,6,1,1,0,0,7.0,0
1,0,1,15,6,5,1,0,0,7.0,0
1,0,1,274,6,1,0,0,0,7.0,0
5,0,1,81,6,5,1,0,0,7.0,1
1,0,1,13,6,7,1,1,1,7.0,0
2,0,1,430,6,3,1,0,0,7.0,0
1,0,1,4,6,2,0,0,1,7.0,1
3,0,1,48,6,1,0,0,1,7.0,0
2,0,1,65,6,1,1,0,0,7.0,0
1,1,1,23,6,2,1,1,1,7.0,0
1,1,1,78,6,4,0,0,1,7.0,0
2,0,1,287,6,6,1,0,0,7.0,0
1,1,1,422,6,6,1,0,1,4.75,0
2,0,1,26,6,7,1,1,1,4.75,0
3,0,1,8,6,7,1,1,1,4.75,1
1,0,1,47,6,4,1,0,0,4.75,1
1,1,1,37,6,7,1,0,0,8.83,0
1,1,1,56,6,1,1,0,0,8.83,0
1,0,1,3,6,4,1,0,0,8.83,0
4,0,1,18,6,4,1,1,0,8.83,0
1,0,1,4,6,1,0,0,0,8.83,0
1,0,1,83,6,2,1,0,0,8.83,1
1,1,1,13,6,6,0,0,1,8.83,0
2,0,1,185,6,7,1,0,0,8.83,1
1,0,1,5,6,1,1,1,1,8.83,1
3,0,1,425,6,1,1,0,1,8.83,0
2,0,1,51,6,2,1,1,0,8.83,1
2,0,1,237,6,7,1,1,1,8.83,1
1,0,1,117,6,1,0,0,0,8.83,0
1,0,1,15,6,1,1,0,1,8.83,0
2,0,1,271,6,5,1,0,0,8.83,0
2,0,1,233,6,1,1,1,0,8.83,1
2,0,1,183,6,1,1,0,0,8.83,0
3,1,1,180,6,1,1,0,0,8.83,0
1,0,1,89,6,2,1,0,1,7.42,0
1,0,1,32,6,5,1,1,1,7.42,0
1,0,1,7,6,6,0,0,0,7.42,0
1,0,1,26,6,2,1,1,0,8.83,1
1,0,1,1,6,2,1,0,0,8.83,0
1,1,1,2,6,6,0,1,1,8.83,0
1,0,1,59,6,2,1,0,1,8.83,1
3,0,1,11,6,4,0,0,0,8.83,0
1,1,1,12,6,4,0,0,1,8.83,0
1,0,1,0,6,2,1,0,1,8.83,0
2,0,1,12,6,1,1,0,1,8.83,1
3,0,1,436,6,1,0,0,0,6.42,0
1,0,1,35,6,3,1,0,1,6.42,1
2,0,1,155,6,1,0,0,1,6.42,0
1,1,1,14,6,2,1,1,1,6.42,1
1,0,1,6,6,3,1,0,1,6.42,0
1,0,1,53,6,6,0,0,0,6.42,0
1,0,1,421,6,1,0,0,0,6.42,0
1,0,1,4,6,6,0,0,0,6.42,0
2,0,1,20,6,1,0,0,0,6.42,0
2,0,1,7,6,4,0,0,0,6.42,0
4,0,1,240,6,1,0,0,1,6.42,0
3,0,1,27,6,3,0,0,0,6.42,0
2,0,1,191,6,6,1,1,1,6.42,1
1,1,1,243,6,3,0,0,1,6.42,0
2,0,1,297,6,7,0,0,0,6.42,0
2,1,1,45,6,6,1,1,0,5.62,1
1,1,1,7,6,4,0,0,1,5.62,1
1,0,1,6,6,4,0,0,0,5.62,0
4,0,1,35,6,7,1,1,0,5.62,1
1,0,1,6,6,2,1,0,1,5.62,0
1,0,1,22,6,2,1,1,1,5.62,0
1,0,1,287,6,2,0,1,1,5.62,1
1,1,1,6,6,5,1,1,0,5.62,0
2,0,1,97,6,1,1,0,0,5.62,0
1,0,1,145,6,1,1,1,1,6.33,1
2,0,1,2,6,6,1,0,1,6.33,0
1,0,1,6,6,1,0,0,0,6.33,0
4,0,1,52,6,5,1,0,0,6.33,0
1,0,1,10,6,2,1,1,1,6.33,0
2,1,1,24,6,7,1,1,1,6.33,1
1,0,1,37,6,2,1,0,1,6.33,0
1,0,1,5,6,3,0,0,0,6.33,0
1,0,1,47,6,3,1,1,1,6.33,1
1,0,1,177,6,2,0,0,0,6.33,1
1,0,1,4,6,7,1,1,1,6.33,0
1,0,1,10,6,3,1,1,1,6.33,1
5,0,1,39,6,5,1,1,1,6.33,1
1,0,1,13,6,1,1,0,0,5.33,0
2,0,1,23,6,3,1,0,0,5.33,0
4,0,1,14,6,5,1,1,1,5.33,1
3,1,1,385,6,2,0,0,0,5.33,0
1,0,1,291,6,1,0,0,0,5.33,0
1,0,1,12,6,4,0,0,0,5.33,0
2,0,1,263,6,4,1,0,1,5.33,0
1,1,1,48,6,3,1,0,0,5.33,0
1,0,1,9,6,1,0,0,0,5.33,1
1,0,1,20,6,3,1,0,1,5.33,0
2,0,1,50,6,2,0,0,0,5.33,0
3,0,1,45,6,6,1,0,0,5.33,0
2,0,1,291,6,1,1,0,0,5.33,0
5,0,1,292,6,7,0,0,0,5.33,1
2,0,1,10,6,6,1,0,0,5.33,0
2,0,1,20,6,3,1,0,0,5.33,0
1,1,1,385,6,2,0,0,0,5.33,0
4,0,1,195,6,5,1,0,1,5.33,1
1,0,1,2,6,4,0,0,0,5.33,0
1,0,1,2,6,6,1,0,1,5.33,1
2,0,1,41,6,2,1,0,1,5.33,1
1,1,1,17,6,2,1,0,1,5.33,0
1,0,1,3,6,5,0,0,0,8.58,0
1,0,1,170,6,1,0,0,1,8.58,0
1,0,1,207,6,4,1,1,1,8.58,0
3,0,1,331,6,7,0,0,0,8.58,0
1,0,1,35,6,1,1,0,0,8.58,0
1,1,1,297,6,7,0,0,0,8.58,0
1,0,1,1,6,1,1,0,1,8.58,1
1,0,1,28,6,6,1,0,1,8.58,0
1,0,1,124,6,6,0,0,0,8.58,0
1,0,1,7,6,7,0,0,0,8.58,0
1,1,1,357,6,6,0,0,0,8.58,0
2,0,1,292,6,6,0,0,1,8.58,0
1,0,1,381,6,7,0,0,0,8.58,0
2,0,1,419,6,7,0,0,0,8.58,0
1,0,1,326,6,2,0,0,0,8.58,0
1,0,1,74,6,7,1,1,1,8.58,0
1,0,1,105,6,5,1,1,1,8.58,1
1,0,1,75,6,4,1,0,1,8.58,0
1,1,1,435,6,1,0,0,0,8.58,1
3,0,1,286,6,3,0,0,0,8.58,0
1,0,1,27,6,2,1,1,1,8.58,0
2,0,1,119,6,3,1,0,0,8.58,1
2,0,1,252,6,7,1,0,0,8.58,1
1,0,1,293,6,4,1,0,0,8.58,0
2,0,1,5,6,4,0,0,0,8.58,0
6,0,1,408,6,2,1,0,1,8.58,0
1,0,1,331,6,7,0,0,0,8.58,0
1,0,1,168,6,6,1,1,0,8.58,0
4,0,1,380,6,7,1,0,1,8.58,0
2,0,1,15,6,1,1,0,1,8.58,0
1,0,1,7,6,1,1,0,0,8.58,0
2,0,1,7,6,1,1,0,0,8.58,1
1,0,1,20,6,1,1,0,0,4.67,0
1,0,1,45,6,5,1,0,1,4.67,0
2,0,1,382,6,7,1,1,0,4.67,0
2,0,1,36,6,2,1,0,0,4.67,1
1,0,1,54,6,4,0,0,0,4.67,0
1,0,1,3,6,1,0,0,0,4.67,0
2,0,1,167,6,1,1,0,0,4.67,0
2,0,1,7,6,3,0,0,0,4.67,0
3,0,1,88,6,5,1,1,1,4.67,0
1,0,1,132,6,3,1,1,1,4.67,1
1,0,1,223,6,4,1,0,0,4.67,0
2,0,1,190,6,1,0,1,0,4.67,0
2,0,1,47,6,3,1,0,1,4.67,0
1,0,1,72,6,4,0,0,0,4.67,0
2,0,1,147,6,4,1,0,0,4.67,0
2,0,1,98,6,5,1,1,1,4.67,0
1,1,1,162,6,2,1,0,1,4.67,0
1,0,1,4,6,1,1,0,0,4.67,0
1,1,1,20,6,2,0,0,0,4.67,0
1,0,1,20,6,1,1,0,0,4.67,0
3,0,1,244,6,5,1,1,1,4.67,0
2,0,1,286,6,7,0,0,0,5.0,0
2,0,1,20,6,7,1,0,0,4.83,0
2,0,1,58,6,5,1,1,1,4.83,0
3,0,1,66,6,6,1,1,1,4.83,0
1,1,1,129,6,4,0,0,0,4.83,0
2,1,1,261,6,7,1,0,0,4.83,0
2,0,1,87,6,4,0,0,0,4.83,0
2,0,1,58,6,7,1,0,0,4.83,1
1,0,1,52,6,3,1,1,1,4.83,1
3,0,1,101,6,4,0,0,0,4.83,0
2,0,1,21,6,7,1,0,0,4.83,0
1,0,1,12,6,5,0,0,0,4.83,0
3,1,1,52,6,4,1,0,1,4.83,0
3,0,1,12,6,2,1,0,0,4.83,1
2,0,1,3,6,4,0,0,0,4.83,0
7,0,1,87,6,3,1,0,0,7.42,1
4,0,1,180,6,1,0,0,0,7.42,0
2,0,1,79,6,4,0,0,1,7.42,0
2,0,1,25,6,2,0,0,1,7.42,0
1,0,1,296,6,5,0,0,0,5.62,0
1,0,1,17,6,4,0,0,0,4.83,0
2,1,1,23,6,5,0,0,0,4.83,0
2,0,1,28,6,6,1,0,0,4.72,0
2,0,1,42,6,2,0,0,0,4.72,0
1,0,1,57,6,6,1,0,1,4.72,0
2,0,1,11,6,4,1,0,0,5.07,0
2,0,1,358,6,2,1,0,1,5.07,1
1,1,1,160,6,4,1,0,0,5.07,0
2,1,1,78,6,4,0,0,1,5.07,0
1,0,1,42,6,3,1,0,0,5.07,1
3,0,1,60,6,1,1,0,0,5.07,0
2,0,1,142,6,4,1,1,1,7.57,0
3,0,1,34,6,5,0,0,0,7.57,0
2,1,1,42,6,6,0,0,0,7.57,0
1,1,1,0,6,1,1,0,0,7.57,0
1,0,1,42,6,4,1,1,1,6.62,0
2,0,1,38,6,4,1,1,1,6.62,0
1,0,1,28,6,5,1,1,1,6.62,0
7,0,1,77,6,1,1,0,1,6.62,0
2,0,1,27,6,3,1,0,0,6.62,0
1,0,1,28,6,3,1,0,1,6.62,0
1,0,1,118,6,3,0,0,0,6.62,0
1,0,1,14,6,6,0,0,0,7.0,0
1,0,1,34,6,6,1,1,1,7.0,0
1,0,1,103,6,1,0,0,1,7.0,1
1,0,1,58,6,5,1,1,1,7.0,0
2,0,1,25,6,1,0,0,0,7.0,0
2,0,1,49,6,5,0,0,1,7.0,0
2,0,1,107,6,5,1,1,1,7.0,0
1,0,1,50,6,3,1,1,1,7.0,0
1,0,1,75,6,2,0,0,0,7.0,1
2,0,1,39,6,7,1,1,1,7.0,0
1,0,1,26,6,4,0,0,1,7.0,0
2,0,1,183,6,5,1,0,0,7.0,0
1,1,1,23,6,4,0,0,0,7.0,0
1,0,1,15,6,5,0,0,1,8.83,0
1,1,1,1,6,3,0,0,1,8.83,0
1,0,3,12,6,1,1,1,1,8.83,0
2,0,1,299,6,3,0,0,0,8.83,0
1,1,1,51,6,7,0,0,0,8.83,0
5,0,1,8,6,6,1,0,0,8.83,0
1,0,1,8,6,1,1,0,1,8.83,0
2,0,1,19,6,4,1,0,1,8.83,0
1,0,1,19,6,1,0,0,1,8.83,0
1,1,1,28,6,3,1,0,0,8.83,0
5,0,1,8,6,6,1,0,0,8.83,0
1,0,1,140,6,2,0,1,0,8.83,0
1,0,1,15,6,5,1,1,1,8.83,0
1,0,1,43,6,6,1,0,1,8.83,0
1,0,1,22,6,5,1,0,0,8.83,0
2,0,1,3,6,3,1,1,1,8.83,0
2,0,1,22,6,7,0,0,0,8.83,0
1,0,1,85,6,5,1,0,0,6.42,1
1,0,1,253,6,7,0,0,0,5.62,0
1,1,1,26,6,4,1,0,0,5.62,0
1,0,1,119,6,2,1,0,1,5.62,0
1,0,1,0,6,1,1,1,1,5.62,0
1,0,1,15,6,2,0,0,1,5.62,0
1,0,1,15,6,6,0,1,0,5.62,0
1,0,1,20,6,4,1,1,1,5.62,0
1,0,1,35,6,2,0,0,0,5.62,0
2,0,1,28,6,6,0,0,0,5.33,0
2,0,1,42,6,2,0,0,0,5.33,0
2,0,1,32,6,2,1,0,0,5.33,0
1,0,1,10,6,1,0,0,0,5.33,0
2,0,1,7,6,6,0,0,0,5.33,0
3,0,1,39,6,7,0,0,0,5.33,0
1,0,1,4,6,1,1,1,1,8.58,0
2,0,1,149,6,2,1,0,1,8.58,0
1,0,1,159,6,1,0,0,0,8.58,0
1,0,1,90,6,7,1,1,1,8.58,0
3,0,1,58,6,4,1,0,0,8.58,0
1,0,1,50,6,3,0,0,0,8.58,0
3,0,1,61,6,2,1,1,0,8.58,0
1,0,1,36,6,5,0,0,1,8.58,0
1,0,1,31,6,7,0,0,1,8.58,0
2,0,1,1,6,6,1,1,1,8.58,0
1,0,1,39,6,5,1,0,0,8.58,0
3,0,3,40,6,5,1,1,0,8.58,0
1,0,1,24,6,7,1,1,1,8.58,0
1,0,1,68,6,3,1,1,1,8.58,0
1,0,1,1,6,3,1,0,0,7.57,0
1,0,1,174,6,6,1,1,0,7.57,0
2,0,1,253,6,2,1,0,0,7.57,0
1,0,1,161,6,5,1,1,1,7.57,0
3,0,1,89,6,5,1,1,0,7.57,0
1,0,1,53,6,1,1,0,0,7.57,0
1,0,1,220,6,7,1,0,0,6.62,0
1,0,1,49,6,4,1,0,1,7.0,0
1,1,1,90,6,3,1,0,1,7.0,0
3,0,1,276,6,6,1,0,1,7.0,0
3,0,1,20,6,5,1,0,0,7.0,0
2,0,1,143,6,4,1,0,0,7.0,0
2,1,1,213,6,5,0,0,0,7.0,0
2,0,1,42,6,7,0,0,1,7.0,0
2,0,1,96,6,3,0,1,0,7.0,0
1,0,1,41,6,5,1,1,1,7.0,1
1,0,1,56,6,5,1,0,1,8.83,1
1,0,1,16,6,6,0,1,1,8.83,0
5,0,1,287,6,3,1,0,1,8.83,0
1,0,1,12,6,5,0,1,0,8.83,0
2,0,1,254,6,7,1,1,0,8.83,0
1,0,1,57,6,5,0,0,0,8.83,0
2,0,1,79,6,5,1,0,1,8.83,0
1,1,1,0,6,1,0,0,0,8.83,0
1,0,1,65,6,3,0,0,0,8.83,0
1,1,1,103,6,2,0,0,0,8.83,0
1,0,1,10,6,5,0,0,0,8.83,0
1,0,1,34,6,3,1,1,1,8.83,1
1,0,1,14,6,5,0,0,0,8.83,0
1,0,1,19,6,1,1,1,1,6.42,0
4,0,1,269,6,3,0,0,0,6.42,0
2,0,1,91,6,3,1,0,0,6.42,1
3,1,1,41,6,4,0,0,0,6.42,0
5,0,1,396,6,1,0,0,0,6.42,0
2,0,1,56,6,4,0,0,0,6.42,1
3,0,1,27,6,3,1,0,0,6.42,0
4,0,1,117,6,3,0,0,1,6.42,0
3,1,1,4,6,6,0,0,0,6.42,0
1,0,1,11,6,2,1,0,0,6.42,1
1,0,1,9,6,1,1,1,0,5.62,0
1,1,1,31,6,7,0,1,0,5.62,0
1,0,1,28,6,4,1,1,1,5.62,0
1,1,1,19,6,5,0,0,0,5.62,0
1,0,1,16,6,2,1,1,0,5.62,0
1,0,1,50,6,1,0,1,1,5.62,0
1,0,1,65,6,1,1,0,1,5.62,0
1,0,1,36,6,3,0,1,1,5.62,0
1,1,1,40,6,5,0,0,0,5.62,0
1,1,1,34,6,4,1,0,0,5.62,0
1,0,1,4,6,6,0,1,0,5.62,0
1,0,1,7,6,4,0,1,1,5.62,0
1,1,1,11,6,6,0,1,1,5.62,0
1,0,1,37,6,1,1,1,0,5.62,1
1,0,1,14,6,4,0,1,1,5.62,0
1,1,1,30,6,5,1,1,1,5.62,0
1,0,1,12,6,4,0,0,0,5.62,0
2,0,1,217,6,3,0,0,1,6.33,0
1,0,1,26,6,2,1,1,1,6.33,0
1,0,1,228,6,6,0,0,0,6.33,0
3,0,1,335,6,3,1,0,0,5.33,0
3,0,1,94,6,7,1,1,0,5.33,1
2,0,1,60,6,4,1,1,1,8.58,0
2,0,1,70,6,3,1,0,1,8.58,0
1,1,1,46,6,2,0,1,0,8.58,0
1,0,1,37,6,7,0,0,0,8.58,0
1,0,1,263,6,7,0,0,0,8.58,0
1,1,1,30,6,5,1,0,1,8.58,0
2,0,1,19,6,4,1,1,1,8.58,0
5,1,1,81,6,5,1,0,0,8.58,0
1,0,1,78,6,6,0,0,0,8.58,0
1,0,1,22,6,1,1,1,1,8.58,0
1,0,1,78,6,2,1,1,1,8.58,1
1,0,1,177,6,2,1,0,0,4.67,0
2,0,1,44,6,4,1,1,1,4.67,0
2,0,1,0,6,2,0,0,0,4.67,0
1,0,1,48,6,1,1,0,0,4.67,0
2,1,1,189,6,2,1,0,0,4.67,0
2,0,1,27,6,3,0,0,1,4.67,0
2,0,1,37,6,4,1,0,0,4.67,0
2,0,1,15,6,3,1,1,1,4.67,0
2,0,1,23,6,4,0,0,0,5.0,0
1,0,1,28,6,6,1,1,1,8.67,0
3,0,1,32,6,5,1,1,0,5.07,0
2,1,1,3,6,6,1,1,0,5.07,0
1,0,1,362,6,2,1,1,1,5.07,0
1,1,1,34,6,5,0,1,0,5.07,0
1,0,1,19,6,6,0,0,0,5.07,0
1,1,1,3,6,6,0,0,0,5.07,0
2,0,1,76,6,3,0,0,1,5.07,1
2,0,1,28,6,2,1,0,1,5.07,1
1,0,1,91,6,6,0,0,0,5.07,0
1,0,1,281,6,3,1,0,0,6.62,0
1,1,1,75,6,5,0,0,0,7.0,0
2,0,1,64,6,5,1,0,0,7.0,1
1,0,1,148,6,3,1,0,0,7.0,1
1,0,1,0,6,1,0,0,1,8.83,0
1,0,1,12,6,2,1,0,1,8.83,0
4,0,1,21,6,5,1,1,1,8.83,1
1,0,1,120,6,4,1,1,1,8.83,0
1,0,1,1,6,5,1,0,0,8.83,0
1,0,1,42,6,1,0,0,0,8.83,0
1,1,1,10,6,7,1,1,1,8.83,0
2,0,1,19,6,2,1,1,1,8.83,0
1,0,1,13,6,4,1,1,1,8.83,0
3,0,1,143,6,1,1,0,1,8.83,0
1,0,1,118,6,4,0,0,0,8.83,0
1,0,1,36,6,1,0,0,1,8.83,0
1,0,1,24,6,5,0,0,1,8.83,0
1,0,1,3,6,5,0,0,1,8.83,0
1,0,1,5,6,3,1,0,1,5.62,0
1,0,1,40,6,3,0,0,0,5.62,0
3,0,1,64,6,6,1,0,1,5.62,0
1,0,1,50,6,2,1,0,0,5.62,0
3,0,1,38,6,6,1,0,0,5.62,0
1,0,1,0,6,5,1,0,1,5.62,0
5,0,1,64,6,6,0,1,0,5.62,0
1,0,1,43,6,2,1,0,0,5.62,0
1,0,1,8,6,1,1,0,1,5.62,0
1,0,1,29,6,3,0,1,0,5.62,0
1,0,1,24,6,2,1,0,0,5.62,0
1,0,1,24,6,2,1,0,0,5.62,0
1,0,1,1,6,4,1,0,0,5.62,0
1,0,1,2,6,7,1,0,1,5.62,0
1,0,1,66,6,6,0,0,0,5.62,0
1,0,1,1,6,1,0,0,1,5.62,0
1,0,1,54,6,4,1,0,1,5.62,0
2,0,1,0,6,1,1,0,0,5.62,0
1,0,1,159,6,2,1,0,1,5.62,0
2,0,1,145,6,1,0,0,0,5.62,0
1,0,1,77,6,2,1,1,1,5.62,0
1,0,1,31,6,5,0,0,0,6.33,0
1,0,1,18,6,4,0,0,0,8.58,0
1,0,1,213,6,7,1,1,1,8.58,0
1,0,1,153,6,5,0,0,1,8.58,0
1,0,1,21,6,2,0,1,1,8.58,0
2,0,1,15,6,4,1,1,1,8.58,1
2,0,1,16,6,3,1,0,1,8.58,0
2,0,1,111,6,4,1,1,0,8.58,0
1,0,1,1,6,4,1,0,1,8.58,0
1,0,1,45,6,2,1,0,1,8.58,0
1,0,1,332,6,2,1,0,1,8.58,0
2,0,1,28,6,2,1,0,0,8.58,0
1,0,1,19,6,4,0,0,0,8.58,1
4,0,1,2,6,4,0,0,1,8.58,0
1,0,1,51,6,5,1,0,1,8.58,0
1,0,1,9,6,1,1,0,1,8.58,0
1,1,1,99,6,1,0,1,0,8.58,0
3,0,1,21,6,1,1,0,0,8.58,0
1,1,1,14,6,4,1,0,1,8.58,0
1,0,1,2,6,5,1,1,1,8.58,0
1,1,1,21,6,5,1,1,1,8.58,0
1,0,1,53,6,5,1,0,0,8.58,0
1,1,1,71,6,1,0,0,1,8.58,0
1,0,1,97,6,1,1,1,1,8.58,1
1,1,1,3,6,7,0,0,0,8.58,0
1,0,1,2,6,4,1,1,1,8.58,0
4,1,1,59,6,7,1,1,0,8.58,0
2,0,1,133,6,6,1,0,0,4.67,0
1,0,1,52,6,6,0,0,1,4.67,0
1,1,1,133,6,7,0,0,1,4.67,0
2,0,1,133,6,6,1,0,0,4.67,0
2,0,1,107,6,6,1,0,0,7.42,0
1,1,1,49,6,1,0,0,1,8.58,0
1,0,1,102,6,3,1,0,1,8.67,1
1,0,1,33,6,3,0,0,1,8.67,0
2,0,1,171,6,2,1,1,0,8.67,1
1,0,1,250,6,4,1,0,0,8.67,0
4,0,1,163,6,2,1,1,1,8.67,1
1,0,1,5,6,1,0,0,0,8.67,0
2,0,1,50,6,6,1,1,0,8.67,0
5,0,1,395,6,1,1,0,0,8.67,0
1,0,1,6,6,4,0,0,0,8.67,0
2,0,1,329,6,2,1,0,0,8.67,0
2,1,1,195,6,5,1,0,0,8.67,1
3,0,1,290,6,6,0,0,0,8.67,0
3,1,1,148,6,6,0,0,1,8.67,0
2,0,1,174,6,7,1,0,0,8.67,0
2,1,1,116,6,5,1,0,0,8.67,0
2,0,1,337,6,1,0,0,1,8.67,0
2,1,1,335,6,7,1,0,0,8.67,0
1,0,1,83,6,5,1,0,1,8.67,0
2,1,1,334,6,6,0,0,0,8.67,0
1,0,1,3,6,6,0,0,0,8.67,1
1,0,1,252,6,2,0,0,0,8.67,0
3,0,1,144,6,5,1,0,0,8.67,0
2,0,1,262,6,1,1,0,1,8.67,1
8,0,1,301,6,4,1,0,1,8.67,0
2,0,1,29,6,5,1,1,1,8.67,1
1,0,2,54,6,4,1,0,0,8.67,0
4,0,1,332,6,1,1,0,0,8.67,0
1,0,1,269,6,6,1,0,0,8.67,0
1,1,1,340,6,7,1,0,1,8.67,0
1,0,1,107,6,4,0,1,1,8.67,0
2,0,1,27,6,5,1,0,0,8.67,0
2,0,1,28,6,3,1,0,0,8.67,1
2,1,1,189,6,2,1,0,1,8.67,1
4,1,1,429,6,2,0,1,1,8.67,0
3,1,1,353,6,1,0,0,0,8.67,0
2,1,1,348,6,6,0,0,0,8.67,1
5,0,1,403,6,7,1,0,1,8.67,0
2,0,1,22,6,3,1,0,0,8.67,0
1,0,2,168,6,3,1,0,0,8.67,1
2,0,1,3,6,2,1,1,1,8.67,1
2,0,1,29,6,3,1,1,1,8.67,1
1,1,1,2,6,2,0,0,0,8.67,0
2,0,1,19,6,4,1,0,0,8.67,0
1,0,1,213,6,1,0,0,0,8.67,0
1,0,1,72,6,7,0,1,0,8.67,0
1,0,1,198,6,7,0,0,0,8.67,0
1,0,1,340,6,7,1,0,1,8.67,0
4,0,1,356,6,3,1,1,1,8.67,0
2,0,1,295,6,1,1,0,1,8.67,0
2,0,1,329,6,2,1,0,0,8.67,0
4,0,1,48,6,4,0,0,0,8.67,0
2,0,1,84,6,4,1,1,1,8.67,0
2,0,1,335,6,7,1,0,0,8.67,0
5,0,1,23,6,7,1,0,0,8.67,0
1,0,1,33,6,3,1,1,1,8.67,0
4,0,1,19,6,1,1,0,1,8.67,0
1,1,1,79,6,4,0,0,0,8.67,1
1,0,1,234,6,1,1,0,0,8.67,1
2,0,1,102,6,2,1,0,1,8.67,1
2,0,1,301,6,4,1,0,0,8.67,0
1,0,1,19,6,1,1,0,0,8.67,0
1,0,1,60,6,7,1,1,1,8.67,1
3,1,1,232,6,3,1,0,0,8.67,0
2,0,1,22,6,3,1,0,0,8.67,0
3,1,1,9,6,2,1,1,1,8.67,0
9,1,1,362,6,6,0,0,0,8.67,0
3,0,1,139,6,3,1,0,0,8.67,1
2,1,1,263,6,5,1,1,1,8.67,1
2,0,1,64,6,1,1,0,0,8.67,0
5,0,1,20,6,3,1,0,1,8.67,1
2,0,1,333,6,2,1,0,0,8.67,0
1,0,1,329,6,6,0,0,0,8.67,0
2,0,1,195,6,5,1,0,1,8.67,0
2,0,1,41,6,3,1,0,0,8.67,1
1,0,1,78,6,2,1,0,0,8.67,0
3,1,1,95,6,7,1,0,0,8.67,0
6,0,1,76,6,2,1,0,0,8.67,0
2,1,1,389,6,2,0,1,0,8.67,0
4,0,1,14,6,6,1,1,0,8.67,0
4,0,1,88,6,7,1,1,0,8.67,0
2,0,1,83,6,4,1,0,0,8.67,0
6,0,1,351,6,1,0,0,0,8.67,0
1,0,1,117,6,5,1,0,0,8.67,0
2,0,1,37,6,6,0,0,0,8.67,0
2,1,1,82,6,6,1,0,0,8.67,0
1,0,1,7,6,4,1,1,1,8.67,1
2,0,1,204,6,3,1,0,0,8.67,0
2,0,1,23,6,2,1,1,1,8.67,0
6,0,1,107,6,2,1,0,0,8.67,0
5,0,1,30,6,2,1,0,0,8.67,0
3,0,1,14,6,7,1,0,1,8.67,1
1,1,1,99,6,5,1,1,1,8.67,1
1,1,1,207,6,7,1,0,0,8.67,0
2,0,1,389,6,2,0,0,0,8.67,0
2,0,1,29,6,5,1,1,1,8.67,1
1,0,1,285,6,4,0,0,0,8.67,0
2,0,1,162,6,7,1,1,1,8.67,0
1,0,1,79,6,7,0,1,0,8.67,0
2,0,1,429,6,2,1,0,0,8.67,0
1,0,1,22,6,5,1,1,1,8.67,1
6,0,1,63,6,7,1,1,0,8.67,0
2,0,1,401,6,7,1,0,1,8.67,0
2,1,1,233,6,7,1,0,0,8.67,0
2,1,1,335,6,7,1,0,0,8.67,0
2,0,1,138,6,4,1,1,0,8.67,1
3,0,1,282,6,7,1,0,0,8.67,0
2,0,1,192,6,1,1,1,1,8.67,0
1,1,1,250,6,1,0,0,0,8.67,0
2,0,1,24,6,6,1,0,0,8.67,0
1,0,1,153,6,5,1,0,0,8.67,0
5,0,1,26,6,4,1,0,0,8.67,0
1,0,1,84,6,1,1,0,0,8.67,0
2,0,1,49,6,7,1,0,0,8.67,1
2,0,1,83,6,4,1,0,0,8.67,0
1,0,1,17,6,1,0,0,0,8.67,0
1,1,1,171,6,6,1,0,0,8.67,0
1,1,1,14,6,6,0,0,0,8.67,0
1,0,1,111,6,4,0,0,0,8.67,0
2,1,1,8,6,3,1,0,0,8.67,0
1,0,1,26,6,5,0,0,0,8.67,0
5,0,1,397,6,6,1,0,0,8.67,0
1,0,1,157,6,1,1,0,0,8.67,0
2,0,1,19,6,6,1,1,0,8.67,1
2,0,1,177,6,7,1,0,0,8.67,0
2,0,1,397,6,6,0,0,0,8.67,0
2,0,1,238,6,2,0,0,1,8.67,0
